title,name,location,time,verified,review,aircraft_model,traveller_type,seat_type,route,date_flown,overal_rating,Seat_comfort_rating,cabin_staff,food_beverages_rating,inflight_entertainment_rating,ground_service_rating,value_for_money_rating,recommended
,,Australia,2023-08-16,True,Economy Class,A380 / A350,Business,Economy Class,,August 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Vietnam,2023-08-15,True,Economy Class,Boeing 787-9 / A350-9,Solo Leisure,Economy Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Netherlands,2023-08-12,True,Economy Class,A350 / Boeing 787,Business,Economy Class,,July 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Belgium,2023-08-07,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,July 2023,7/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Australia,2023-08-07,True,Economy Class,Boeing 787,Family Leisure,Economy Class,,July 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Kenya,2023-08-02,True,Business Class,Business,Business,Business Class,,August 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Romania,2023-08-01,True,Business Class,A350,Family Leisure,Business Class,,July 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Poland,2023-07-30,True,First Class,Business,Business,First Class,,November 2022,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Belgium,2023-07-29,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,July 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United Kingdom,2023-07-27,True,Business Class,Boeing 777,Solo Leisure,Business Class,,July 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Germany,2023-07-26,True,Business Class,Boeing 787/A359,Business,Business Class,,July 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Ireland,2023-07-26,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,July 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Nigeria,2023-07-26,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,July 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Kingdom,2023-07-21,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,July 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Philippines,2023-07-20,True,Economy Class,Boeing 777-300,Solo Leisure,Economy Class,,July 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United States,2023-07-19,True,Business Class,A350,Family Leisure,Business Class,,July 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,South Africa,2023-07-16,True,Premium Economy,Business,Business,Premium Economy,,July 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,South Africa,2023-07-16,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,July 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,United Kingdom,2023-07-14,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,July 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,India,2023-07-13,True,Economy Class,Boeing 777-300,Solo Leisure,Economy Class,,July 2023,2/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,United States,2023-07-12,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,June 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,New Zealand,2023-07-10,True,Business Class,A350,Solo Leisure,Business Class,,July 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Arab Emirates,2023-07-04,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,July 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",1.0,5,4,4,4,0
,,Hong Kong,2023-07-01,True,Business Class,A350,Business,Business Class,,June 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United States,2023-06-23,False,Economy Class,Family Leisure,Family Leisure,Economy Class,,February 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Germany,2023-06-21,True,Economy Class,773/773 (ex. CX),Business,Economy Class,,June 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,United States,2023-06-21,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,January 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Romania,2023-06-16,True,Economy Class,Business,Business,Economy Class,,June 2023,1/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",2.0,5,4,4,4,0
,,France,2023-06-15,True,Economy Class,Family Leisure,Family Leisure,Economy Class,,June 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Vietnam,2023-06-15,True,Economy Class,Boeing 787-8,Solo Leisure,Economy Class,,June 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Netherlands,2023-06-14,True,Economy Class,Boeing 777 300ER,Solo Leisure,Economy Class,,June 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,Qatar,2023-06-14,True,Economy Class,A330-300,Solo Leisure,Economy Class,,June 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United States,2023-06-14,False,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,June 2023,8/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Bulgaria,2023-06-09,True,Business Class,A320,Solo Leisure,Business Class,,June 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,New Zealand,2023-06-07,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,May 2023,10/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Germany,2023-06-07,True,Economy Class,Boeing 777-300 / 787-8,Business,Economy Class,,June 2023,5/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,Australia,2023-06-06,False,Economy Class,Couple Leisure,Couple Leisure,Economy Class,,June 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Philippines,2023-06-03,True,Economy Class,Solo Leisure,Solo Leisure,Economy Class,,June 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United States,2023-05-27,True,Business Class,Boeing 777-300ER,Couple Leisure,Business Class,,May 2023,6/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
,,United Kingdom,2023-05-24,True,Business Class,Boeing 777,Solo Leisure,Business Class,,May 2023,3/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",4.0,5,4,4,4,0
,,United States,2023-05-24,True,Economy Class,Boeing 777-300ER,Business,Economy Class,,May 2023,4/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",3.0,5,4,4,4,0
,,Philippines,2023-05-22,True,Business Class,Boeing 777-200 LR,Solo Leisure,Business Class,,May 2023,9/10,"<td class=""review-rating-stars stars""><span class=""star fill"">1</span><span class=""star fill"">2</span><span class=""star fill"">3</span><span class=""star fill"">4</span><span class=""star fill"">5</span></td>",5.0,5,4,4,4,0
